Frequency (Hz)	|	Gain (dB)
680.000000	|	-6.923828
681.000000	|	-6.915711
682.000000	|	-6.913681
683.000000	|	-6.913174
684.000000	|	-6.913173
685.000000	|	-6.913172
686.000000	|	-6.913172
687.000000	|	-6.913172
688.000000	|	-6.913172
689.000000	|	-6.913172
690.000000	|	-6.913172
691.000000	|	-6.913172
692.000000	|	-6.913172
693.000000	|	-6.913173
694.000000	|	-6.913207
695.000000	|	-6.913752
696.000000	|	-7.053291
697.000000	|	-8.302379
698.000000	|	-8.341279
699.000000	|	-8.343710
700.000000	|	-8.344926
701.000000	|	-8.345078
702.000000	|	-8.345097
703.000000	|	-8.345097
704.000000	|	-8.345097
705.000000	|	-8.345097
706.000000	|	-8.345097
707.000000	|	-8.345097
708.000000	|	-8.345097
709.000000	|	-8.345097
710.000000	|	-8.345097
711.000000	|	-8.345097
712.000000	|	-8.345095
713.000000	|	-8.279957
714.000000	|	-7.036443
715.000000	|	-7.018392
716.000000	|	-7.000355
717.000000	|	-6.991364
718.000000	|	-6.991312
719.000000	|	-6.991310
720.000000	|	-6.991308
721.000000	|	-6.991306
722.000000	|	-6.990340
723.000000	|	-6.989374
724.000000	|	-6.985461
725.000000	|	-6.983505
726.000000	|	-6.974843
727.000000	|	-6.939637
728.000000	|	-6.922034
729.000000	|	-6.851433
730.000000	|	-6.817263
731.000000	|	-6.815463
732.000000	|	-6.815429
733.000000	|	-6.815396
734.000000	|	-6.815394
735.000000	|	-6.815393
736.000000	|	-6.815393
737.000000	|	-6.815393
738.000000	|	-6.815393
739.000000	|	-6.815393
740.000000	|	-6.815393
741.000000	|	-6.815393
742.000000	|	-6.815393
743.000000	|	-6.815393
744.000000	|	-6.815393
745.000000	|	-6.815398
746.000000	|	-6.815438
747.000000	|	-6.815518
748.000000	|	-6.815678
749.000000	|	-6.816317
750.000000	|	-6.817596
751.000000	|	-6.822713
752.000000	|	-6.863665
753.000000	|	-7.191464
754.000000	|	-7.355364
755.000000	|	-8.010972
756.000000	|	-8.313080
757.000000	|	-8.317568
758.000000	|	-8.319806
759.000000	|	-8.319809
760.000000	|	-8.319815
761.000000	|	-8.319817
762.000000	|	-8.319828
763.000000	|	-8.319839
764.000000	|	-8.319886
765.000000	|	-8.319909
766.000000	|	-8.320010
767.000000	|	-8.320956
768.000000	|	-8.321925
769.000000	|	-8.325804
770.000000	|	-8.342047
771.000000	|	-8.407487
772.000000	|	-8.422819
773.000000	|	-8.437178
774.000000	|	-8.451538
775.000000	|	-8.748738
776.000000	|	-9.045938
777.000000	|	-9.064574
778.000000	|	-9.069233
779.000000	|	-9.069815
780.000000	|	-9.070107
781.000000	|	-9.070179
782.000000	|	-9.070188
783.000000	|	-9.070190
784.000000	|	-9.070190
785.000000	|	-9.070190
786.000000	|	-9.070190
787.000000	|	-9.070190
788.000000	|	-9.070190
789.000000	|	-9.070190
790.000000	|	-9.070186
791.000000	|	-9.070157
792.000000	|	-9.069224
793.000000	|	-9.009511
794.000000	|	-8.749328
795.000000	|	-8.509259
796.000000	|	-8.449395
797.000000	|	-8.419464
798.000000	|	-8.404498
799.000000	|	-8.402661
800.000000	|	-8.402205
801.000000	|	-8.402094
802.000000	|	-8.402040
803.000000	|	-8.402027
804.000000	|	-8.402025
805.000000	|	-8.402025
806.000000	|	-8.402025
807.000000	|	-8.402025
808.000000	|	-8.402020
809.000000	|	-8.402016
810.000000	|	-8.402005
811.000000	|	-8.401993
